Student_Names,Phone_No.,Gender,Study_Hours,Part_Time_Job,Math,Physics,Chemistry,Grade,Comment,Course_Recommendation,CourseCode,ListofCourses,RatingOfCourses
Tanusree Pratap,9780712741,Female,4,Yes,49,89,66,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Rathi Seth,9580204708,Female,5,No,91,15,79,B,Average Performance,"07_CSBS, 19_MECH, 27_DTE",NULL,NULL,NULL
Suna Kumar,9336187208,Male,1,No,84,86,55,B+,Good Pursuance,"05_CSECS, 32_BC, 36_BSP",NULL,NULL,NULL
Gauhar Devi,9155928184,Male,9,Yes,76,77,92,A,Very Good Achivement,"09_ECE, 23_AEE, 26_AGRE",NULL,NULL,NULL
Riyanka Gupta,9712359483,Male,6,Yes,84,93,16,B,Average Performance,"07_CSBS, 19_MECH, 27_DTE",NULL,NULL,NULL
Manimaran Srivastav,9839007365,Male,4,No,60,88,34,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Boda Srivastav,9482005058,Female,2,Yes,53,37,93,B,Average Performance,"07_CSBS, 19_MECH, 27_DTE",NULL,NULL,NULL
Dilraj Mishra,9363484934,Male,2,Yes,39,17,83,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Yashin Kumar,9320152959,Female,10,No,96,76,72,A,Very Good Achivement,"09_ECE, 23_AEE, 26_AGRE",NULL,NULL,NULL
Sehnaz Seth,9784881256,Male,6,Yes,69,74,32,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Md Raj Srivastav,9206857633,Female,9,No,32,57,75,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Pannalal Sonkar,9672327927,Male,3,No,93,99,78,A,Very Good Achivement,Better luck next time,NULL,NULL,NULL
Sanyog Rai,9299381646,Female,4,No,89,100,32,B+,Good Pursuance,"02_CSAI, 32_BC, 35_BSC",NULL,NULL,NULL
Libin Srivastav,9900756826,Male,3,Yes,54,29,62,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Anilabh Srivastav,9203683303,Male,2,No,83,70,50,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Rajeev Ranjan Tiwari,9225524107,Female,2,No,37,60,62,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
जितेन Rai,9092377345,Female,5,Yes,98,34,60,B,Average Performance,"07_CSBS, 19_MECH, 27_DTE",NULL,NULL,NULL
Manhar Singh,9216597069,Male,8,No,100,24,83,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Sanketh Thakur,9028636382,Male,2,No,15,21,34,F,Failed,Better luck next time,NULL,NULL,NULL
Aagam Sonkar,9745920417,Female,9,Yes,26,33,87,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Veresh Tiwari,9839515638,Female,9,No,14,11,41,F,Failed,Better luck next time,NULL,NULL,NULL
Uddhab Rajput,9617326982,Male,1,No,78,34,89,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Sarukh Sonkar,9923258923,Male,3,Yes,43,74,24,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Abdul Samad Divedi,9099670867,Male,7,No,26,70,33,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Baldev Singh Mishra,9440002100,Male,5,No,90,89,52,B+,Good Pursuance,"05_CSECS, 32_BC, 36_BSP",NULL,NULL,NULL
Esrail Pratap,9428624416,Female,9,No,40,40,19,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Subash Kumar Kumar,9403926131,Female,2,Yes,42,30,63,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Keran Rai,9780925265,Female,9,Yes,18,33,19,F,Failed,Better luck next time,NULL,NULL,NULL
Dinky Divedi,9712921018,Female,8,No,80,95,40,B+,Good Pursuance,"02_CSAI, 32_BC, 35_BSC",NULL,NULL,NULL
Kadam Devi,9180616952,Male,1,Yes,51,21,99,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Mamidi Pratap,9496188105,Female,3,Yes,51,73,91,B+,Good Pursuance,"02_CSAI, 32_BC, 35_BSC",NULL,NULL,NULL
Tapasya Tiwari,9868459390,Female,4,Yes,16,85,93,B,Average Performance,"07_CSBS, 19_MECH, 27_DTE",NULL,NULL,NULL
Sangada Seth,9085504581,Male,9,Yes,14,97,56,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Amar Nath Pandit,9584695212,Male,4,No,35,54,85,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Subrat Thakur,9531329712,Female,6,Yes,10,14,95,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
मनोज कुमार Mishra,9947699319,Female,5,Yes,17,80,81,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Gyanesh Rai,9899931002,Male,8,Yes,74,10,33,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Swarna Mishra,9884258770,Female,9,No,23,57,52,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Rithvika Sonkar,9168327864,Female,7,No,70,86,41,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Situ Rajput,9654802700,Male,10,No,36,72,66,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Shounak Rai,9791499033,Female,2,Yes,51,92,76,B+,Good Pursuance,"02_CSAI, 32_BC, 35_BSC",NULL,NULL,NULL
Hasrat Mishra,9187083432,Male,5,Yes,94,39,97,B+,Good Pursuance,"05_CSECS, 32_BC, 36_BSP",NULL,NULL,NULL
Tippu Maurrya,9805681111,Female,8,No,15,87,54,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Ajeetkumar Kumar,9045004778,Female,1,No,21,81,17,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Shivaleela Rajput,9634428675,Male,7,Yes,13,19,86,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Kalp Srivastav,9443196102,Female,5,No,83,29,69,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Foolkumari Seth,9257502884,Female,9,Yes,62,64,26,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Vjay Rao,9754241623,Male,9,No,22,40,72,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Krishna Murari Srivastav,9376626571,Male,9,Yes,20,85,93,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Sursh Seth,9878481107,Female,9,No,97,22,83,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Jawaharlal Singh,9648538355,Male,9,No,24,88,29,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Nisant Gupta,9580327008,Female,4,Yes,24,52,67,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Shabu Kumari,9295146545,Female,8,No,91,57,22,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Bhagaban Seth,9392362965,Male,7,Yes,77,63,61,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Rohim Sonkar,9952798247,Male,6,Yes,88,33,14,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Raghwendra Srivastav,9270434324,Male,3,Yes,82,28,21,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Vennila Thakur,9141258964,Male,3,Yes,77,57,79,B+,Good Pursuance,"02_CSAI, 32_BC, 35_BSC",NULL,NULL,NULL
Hirok Vishwakarma,9886426224,Female,9,Yes,40,57,75,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Khanindra Singh,9744325247,Female,4,No,46,71,92,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Shashi Sonkar,9871508725,Female,10,Yes,16,78,29,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Dundappa Tiwari,9199422863,Male,10,Yes,77,60,62,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Hemanshu Thakur,9335015644,Male,6,No,95,79,22,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Pillu Seth,9629876598,Female,5,No,54,15,77,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Rajeevkumar Pandey,9709797659,Male,8,Yes,25,50,67,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Lateef Srivastav,9654591375,Female,2,No,49,28,84,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Md Imran Sonkar,9608429479,Female,7,Yes,19,21,34,F,Failed,Better luck next time,NULL,NULL,NULL
Rasmita Divedi,9727438210,Female,2,Yes,68,18,21,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Diku Rajput,9222632266,Female,9,Yes,26,24,38,F,Failed,Better luck next time,NULL,NULL,NULL
Prasenjit Kumari,9687954822,Male,8,No,86,93,83,A,Very Good Achivement,"15_CHE, 16_BIOE, 25_FPT",NULL,NULL,NULL
Kitbok Pandit,9020890413,Male,2,Yes,63,32,29,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Radharaman Thakur,9923041704,Female,9,Yes,23,79,78,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Hiran Maurya,9884664852,Male,9,No,38,32,36,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Yudhisthir Srivastav,9922963701,Female,5,No,29,90,22,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Krina Devi,9252780129,Male,7,Yes,22,79,39,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Bhanu Pratap Pandit,9174848455,Male,10,No,77,21,79,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Naheem Srivastav,9943688912,Female,5,Yes,56,53,100,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Subrato Pandit,9488468214,Female,7,Yes,62,97,56,B+,Good Pursuance,"02_CSAI, 32_BC, 35_BSC",NULL,NULL,NULL
Bhati Kumar,9639001920,Female,4,Yes,20,89,50,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Chiyaan Singh,9746334530,Male,1,No,31,16,76,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Gunjesh Yadav,9875350588,Male,1,Yes,93,14,71,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Nadim Tiwari,9607729827,Female,2,Yes,10,84,13,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Aanjaneya Srivastav,9622109403,Male,4,No,69,67,28,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Dangi Sonkar,9240375697,Female,3,No,66,77,87,B+,Good Pursuance,"05_CSECS, 32_BC, 36_BSP",NULL,NULL,NULL
Anil Devi,9274770883,Female,1,Yes,90,15,83,B,Average Performance,"07_CSBS, 19_MECH, 27_DTE",NULL,NULL,NULL
Md Sajjad Sonkar,9828662739,Female,4,Yes,76,84,34,B,Average Performance,"07_CSBS, 19_MECH, 27_DTE",NULL,NULL,NULL
Aliyas Seth,9761537920,Male,9,Yes,80,34,64,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Hemnath Rajput,9012504568,Female,4,Yes,62,90,87,B+,Good Pursuance,"05_CSECS, 32_BC, 36_BSP",NULL,NULL,NULL
Chotelal Gupta,9883883620,Male,5,No,27,17,69,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Sobha Rao,9615679294,Female,6,Yes,32,15,77,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Madhav Srivastav,9424967901,Female,7,No,12,62,79,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Rajshekar Gupta,9145848563,Male,4,No,18,11,13,F,Failed,Better luck next time,NULL,NULL,NULL
Venkata Ramana Kumari,9799601745,Male,5,No,92,85,78,A,Very Good Achivement,"15_CHE, 16_BIOE, 25_FPT",NULL,NULL,NULL
Kajl Singh,9588845720,Female,2,Yes,60,17,38,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Hasina Srivastav,9045897144,Male,2,Yes,63,61,87,B,Average Performance,Better luck next time,NULL,NULL,NULL
Dodiya Devi,9227142454,Female,2,Yes,14,58,30,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Darshni Divedi,9218283214,Male,6,Yes,86,32,60,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Sambit Divedi,9925546950,Male,6,No,35,65,95,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Siddaram Mishra,9048359101,Female,3,No,24,37,49,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Hadiya Gupta,9243402424,Female,4,Yes,86,78,15,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Satya Ranjan Rajput,9013295214,Male,10,Yes,33,16,78,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Imrankhan Maurya,9831207495,Male,9,Yes,59,88,22,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Ayyaz Gupta,9465627887,Male,5,No,96,22,38,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Rudal Rajput,9392840022,Female,1,No,60,96,43,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Mohd Asif Mishra,9763563121,Female,1,Yes,96,44,81,B+,Good Pursuance,"02_CSAI, 32_BC, 35_BSC",NULL,NULL,NULL
Ulka Singh,9264912556,Female,8,No,61,13,28,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Sourav Rai,9902651371,Female,7,Yes,12,11,42,F,Failed,Better luck next time,NULL,NULL,NULL
Pritish Pratap,9548738511,Male,9,Yes,76,40,29,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Rammilan Maurya,9478552315,Female,2,Yes,91,97,77,A,Very Good Achivement,"15_CHE, 16_BIOE, 25_FPT",NULL,NULL,NULL
Sangu Mishra,9504807561,Female,9,No,94,45,32,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Ubaid Kumar,9772593309,Male,4,No,53,60,93,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Sumit Yadav Gupta,9316281428,Female,1,No,25,45,72,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Yugesh Tiwari,9937123364,Female,2,No,40,96,78,B+,Good Pursuance,"02_CSAI, 32_BC, 35_BSC",NULL,NULL,NULL
Ehtesham Kumari,9611473799,Female,4,Yes,63,86,50,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Nandha Singh,9773019502,Female,9,No,80,34,45,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
S R Maurya,9853405550,Male,2,No,25,31,12,F,Failed,Better luck next time,NULL,NULL,NULL
Dharmi Rajput,9607780510,Female,1,Yes,88,74,61,B+,Good Pursuance,"02_CSAI, 32_BC, 35_BSC",NULL,NULL,NULL
Kanaiyalal Singh,9457052118,Female,8,Yes,57,49,33,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
D R Singh,9191475943,Female,5,Yes,72,24,56,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Shreenath Seth,9346621990,Female,7,No,52,58,15,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Rajoo Vishwakarma,9226174568,Male,5,No,65,26,34,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Vijendra Kumar Sonkar,9886913284,Male,2,No,23,73,95,B,Average Performance,"07_CSBS, 19_MECH, 27_DTE",NULL,NULL,NULL
Chella Tiwari,9518145668,Male,6,No,81,25,42,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Prabhjot Rajput,9800113759,Male,5,Yes,41,48,48,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Ramabhai Rao,9378182057,Female,1,No,54,55,71,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Vijendra Kumar Yadav,9451806184,Male,3,No,93,93,55,B+,Good Pursuance,Better luck next time,NULL,NULL,NULL
Rajeev Singh Tiwari,9232534161,Female,4,No,62,92,93,A,Very Good Achivement,"09_ECE, 23_AEE, 26_AGRE",NULL,NULL,NULL
Bholaram Vishwakarma,9235304219,Male,9,Yes,91,93,12,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Tulika Yadav,9466337425,Male,9,No,42,82,95,B+,Good Pursuance,"02_CSAI, 32_BC, 35_BSC",NULL,NULL,NULL
Bhumika Thakur,9299476936,Female,5,Yes,26,35,47,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Bibhu Vishwakarma,9705173787,Female,5,Yes,42,52,22,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Dnyneshwar Singh,9440530821,Female,3,Yes,97,91,24,B,Average Performance,Better luck next time,NULL,NULL,NULL
Shubhankar Rai,9711358731,Male,10,Yes,53,76,92,B+,Good Pursuance,"02_CSAI, 32_BC, 35_BSC",NULL,NULL,NULL
Khusbhu Srivastav,9024082746,Female,2,No,25,51,17,F,Failed,Better luck next time,NULL,NULL,NULL
प्रदिप Sonkar,9829055214,Male,6,Yes,22,25,98,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Zahida Sonkar,9884230148,Male,3,No,93,63,53,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Mustafizur Pandey,9134717764,Female,3,No,86,42,100,B+,Good Pursuance,"05_CSECS, 32_BC, 36_BSP",NULL,NULL,NULL
Baiju Thakur,9063134438,Male,3,No,78,58,24,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Ringku Seth,9862174000,Female,10,No,45,79,57,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Dayanand Seth,9834540562,Male,7,No,91,86,73,A,Very Good Achivement,"09_ECE, 23_AEE, 26_AGRE",NULL,NULL,NULL
Shatrughna Yadav,9926730260,Male,5,Yes,84,68,97,A,Very Good Achivement,"09_ECE, 23_AEE, 26_AGRE",NULL,NULL,NULL
Sushanto Thakur,9937096805,Male,1,Yes,65,91,38,B,Average Performance,"07_CSBS, 19_MECH, 27_DTE",NULL,NULL,NULL
Suresh Babu Rai,9841052145,Male,1,No,80,62,88,B+,Good Pursuance,"05_CSECS, 32_BC, 36_BSP",NULL,NULL,NULL
Liyakat Sonkar,9483740995,Male,10,No,16,17,23,F,Failed,Better luck next time,NULL,NULL,NULL
Shilpy Divedi,9171397311,Male,8,Yes,36,60,59,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Veeran Mishra,9495742542,Female,6,No,25,60,82,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Chakresh Singh,9494786066,Male,7,Yes,57,12,82,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Bimal Rajput,9208313693,Female,6,Yes,95,25,85,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Md Asgar Rajput,9625602413,Female,4,No,76,45,94,B+,Good Pursuance,"02_CSAI, 32_BC, 35_BSC",NULL,NULL,NULL
Nibir Seth,9751102912,Female,9,Yes,13,81,32,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Baishakhi Sonkar,9418482472,Female,1,No,20,43,18,F,Failed,Better luck next time,NULL,NULL,NULL
Premsagar Singh,9984836557,Female,2,No,87,58,45,B,Average Performance,"07_CSBS, 19_MECH, 27_DTE",NULL,NULL,NULL
Makarand Thakur,9502879948,Male,10,No,59,59,45,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Kalp Thakur,9030369250,Male,6,No,70,61,34,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Anul Singh,9771909110,Male,2,Yes,84,10,75,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Ezhumalai Yadav,9846746901,Male,3,Yes,18,44,24,F,Failed,Better luck next time,NULL,NULL,NULL
Sandhyarani Pandit,9207130854,Female,3,No,80,78,67,B+,Good Pursuance,"05_CSECS, 32_BC, 36_BSP",NULL,NULL,NULL
माया Seth,9447541275,Female,3,No,46,41,77,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Sawmtei Seth,9418651869,Male,4,Yes,78,53,100,B+,Good Pursuance,"05_CSECS, 32_BC, 36_BSP",NULL,NULL,NULL
Kamal Thakur,9942718404,Female,10,No,38,18,22,F,Failed,Better luck next time,NULL,NULL,NULL
Binapani Maurrya,9147679635,Female,5,No,64,21,44,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Devdutt Divedi,9630509399,Male,5,Yes,15,46,19,F,Failed,Better luck next time,NULL,NULL,NULL
Reka Sonkar,9518081878,Female,4,No,67,76,14,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Hadiya Srivastav,9141903643,Male,5,Yes,27,83,89,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Hardip Seth,9474329263,Female,1,No,47,45,65,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Chimayi Vishwakarma,9348842826,Male,8,Yes,31,17,16,F,Failed,Better luck next time,NULL,NULL,NULL
विनय Vishwakarma,9057350970,Female,1,Yes,18,100,85,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Salim Khan Gupta,9231354793,Female,3,Yes,74,84,29,B,Average Performance,"07_CSBS, 19_MECH, 27_DTE",NULL,NULL,NULL
Rishita Rai,9074640896,Female,6,No,68,55,58,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Sambaiah Srivastav,9042489503,Female,9,No,98,68,27,B,Average Performance,"07_CSBS, 19_MECH, 27_DTE",NULL,NULL,NULL
Mithra Maurya,9672689765,Male,1,No,28,95,58,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Prya Rajput,9408461493,Female,4,Yes,77,71,32,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Ram Avtar Vishwakarma,9777069912,Female,5,Yes,26,61,84,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Falaagam Singh,9634844536,Male,2,Yes,70,41,96,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Prajna Seth,9991833526,Female,2,Yes,88,95,21,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
प्रभाकर Pandit,9778630456,Male,1,Yes,55,51,28,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Pratigya Sonkar,9787497029,Male,5,Yes,56,88,91,B+,Good Pursuance,"05_CSECS, 32_BC, 36_BSP",NULL,NULL,NULL
Sonukumar Thakur,9279773863,Female,9,Yes,88,45,33,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Manamohan Devi,9984600005,Male,8,No,31,73,10,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Chaya Seth,9338457828,Male,7,Yes,25,54,75,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Kamesh Kumar,9521851313,Male,7,Yes,96,89,65,A,Very Good Achivement,"09_ECE, 23_AEE, 26_AGRE",NULL,NULL,NULL
Indhu Pandit,9650799150,Male,7,No,86,45,64,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Shraboni Maurya,9283027749,Female,2,No,42,16,36,F,Failed,Better luck next time,NULL,NULL,NULL
Lal Singh Rai,9093908669,Male,10,Yes,95,98,86,A+,Excellent Performance,"01_CSE, 08_ESE, 22_EEE",NULL,NULL,NULL
Ramakant Rajput,9654867532,Female,6,No,16,68,96,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Dhirajkumar Yadav,9739870691,Male,7,No,86,89,45,B+,Good Pursuance,"02_CSAI, 32_BC, 35_BSC",NULL,NULL,NULL
Parvati Rajput,9464863346,Male,1,No,70,63,60,B,Average Performance,"07_CSBS, 19_MECH, 27_DTE",NULL,NULL,NULL
Chandarkant Yadav,9858309528,Female,10,Yes,81,53,36,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Vikash Raj Pandit,9039359227,Female,4,No,83,23,89,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Ansuya Tiwari,9707885366,Male,2,Yes,71,74,24,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Sadeek Pandey,9686069407,Male,4,No,72,30,60,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Shivesh Gupta,9843185727,Male,2,No,81,39,66,B,Average Performance,"07_CSBS, 19_MECH, 27_DTE",NULL,NULL,NULL
Rachna Mishra,9268341583,Male,8,Yes,14,32,12,F,Failed,Better luck next time,NULL,NULL,NULL
Deepanwita Srivastav,9709335076,Male,2,Yes,93,28,57,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Toton Vishwakarma,9681568356,Female,8,No,57,16,18,F,Failed,Better luck next time,NULL,NULL,NULL
Sudhish Srivastav,9395263736,Male,7,No,90,61,20,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
दीपक Sonkar,9436831177,Female,10,No,27,14,77,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Arvind Singh Srivastav,9945747853,Male,10,No,41,22,24,F,Failed,Better luck next time,NULL,NULL,NULL
Baljeet Singh Seth,9011708810,Male,2,Yes,40,13,87,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Shishir Kumari,9922372864,Female,3,Yes,43,92,32,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Nabadeep Vishwakarma,9002402856,Male,9,Yes,24,24,22,F,Failed,Better luck next time,NULL,NULL,NULL
Kanna Yadav,9958468175,Male,3,Yes,55,60,93,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Bhaanupriya Gupta,9398136641,Male,2,Yes,59,33,59,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Rok Divedi,9422780153,Female,1,Yes,92,91,12,B,Average Performance,"04_CSR, 24_PROD, 13_CE",NULL,NULL,NULL
Savitri Gupta,9447327481,Female,3,No,95,13,45,C,Below Average Achivement,"28_METE, 29_TEXE, 31_POLE",NULL,NULL,NULL
Dudaram Singh,9592316485,Female,2,No,15,27,82,D,Poor Pursuance,Better luck next time,NULL,NULL,NULL
Renga Seth,9165021927,Female,5,Yes,10,19,67,F,Failed,Better luck next time,NULL,NULL,NULL
Binati Rai,9300292733,Female,3,No,82,83,97,A,Very Good Achivement,"15_CHE, 16_BIOE, 25_FPT",NULL,NULL,NULL
Shamsuddin Srivastav,9873415391,Female,5,No,75,91,60,B+,Good Pursuance,"05_CSECS, 32_BC, 36_BSP",NULL,NULL,NULL
